source,target,source_type,target_type,dependency_type,data_flow_score,weight
APP_104-prod,APP_022-nonprod,application,application,informational,5,3.896
APP_104-prod,SRV-P125,application,server,fallback,1,3.496
APP_104-nonprod,SRV-N015,application,server,batch,1,3.874
APP_104-nonprod,APP_154-nonprod,application,application,batch,4,4.174
APP_104-nonprod,APP_210-nonprod,application,application,batch,9,4.674
APP_104-nonprod,SRV-N172,application,server,fallback,1,3.574
APP_105-prod,SRV-P024,application,server,asynchronous,4,4.432
APP_105-prod,SRV-P186,application,server,batch,3,4.032
APP_105-prod,SRV-P061,application,server,synchronous,3,4.932
APP_105-prod,DB-P065,application,database,informational,5,3.932
APP_105-prod,DB-P067,application,database,asynchronous,5,4.532
APP_105-prod,APP_270-prod,application,application,near-real-time,5,4.832
APP_105-prod,APP_047-prod,application,application,near-real-time,4,4.732
APP_105-prod,APP_063-nonprod,application,application,batch,4,4.132
APP_105-prod,APP_161-nonprod,application,application,near-real-time,3,4.632
APP_105-prod,SRV-P150,application,server,fallback,1,3.532
APP_105-nonprod,SRV-N100,application,server,batch,8,5.672
APP_105-nonprod,SRV-N191,application,server,near-real-time,4,5.872
APP_105-nonprod,SRV-N109,application,server,near-real-time,7,6.172
APP_105-nonprod,APP_111-nonprod,application,application,informational,10,5.572
APP_105-nonprod,SRV-N113,application,server,fallback,1,4.672
APP_106-prod,SRV-P066,application,server,batch,6,4.278
APP_106-prod,SRV-P015,application,server,asynchronous,4,4.378
APP_106-prod,DB-P015,application,database,asynchronous,4,4.378
APP_106-prod,APP_244-nonprod,application,application,asynchronous,5,4.478
APP_106-prod,APP_143-nonprod,application,application,batch,3,3.978
APP_106-prod,APP_075-prod,application,application,asynchronous,6,4.578
APP_106-prod,SRV-P184,application,server,fallback,1,3.478
APP_106-nonprod,SRV-N079,application,server,synchronous,2,5.798
APP_106-nonprod,SRV-N156,application,server,synchronous,7,6.298
APP_106-nonprod,DB-N007,application,database,asynchronous,3,5.298
APP_106-nonprod,DB-N031,application,database,near-real-time,4,5.698
APP_106-nonprod,APP_160-nonprod,application,application,asynchronous,6,5.598
APP_106-nonprod,APP_187-nonprod,application,application,informational,5,4.898
APP_106-nonprod,APP_063-nonprod,application,application,asynchronous,7,5.698
APP_106-nonprod,SRV-N061,application,server,fallback,1,4.498
APP_107-prod,SRV-P100,application,server,synchronous,4,5.704
APP_107-prod,SRV-P101,application,server,informational,6,4.704
APP_107-prod,DB-P039,application,database,synchronous,1,5.404
APP_107-prod,APP_153-nonprod,application,application,near-real-time,6,5.604
APP_107-prod,SRV-P042,application,server,fallback,1,4.204
APP_107-nonprod,SRV-N162,application,server,near-real-time,8,4.994
APP_107-nonprod,SRV-N197,application,server,asynchronous,2,4.094
APP_107-nonprod,APP_042-nonprod,application,application,batch,3,3.894
APP_107-nonprod,APP_253-nonprod,application,application,asynchronous,7,4.594
APP_107-nonprod,SRV-N106,application,server,fallback,1,3.394
APP_108-prod,SRV-P184,application,server,asynchronous,5,4.136
APP_108-prod,SRV-P026,application,server,batch,5,3.836
APP_108-prod,DB-P034,application,database,asynchronous,4,4.036
APP_108-prod,DB-P046,application,database,asynchronous,5,4.136
APP_108-prod,APP_168-nonprod,application,application,asynchronous,9,4.536
APP_108-prod,APP_015-prod,application,application,batch,7,4.036
APP_108-prod,APP_095-prod,application,application,asynchronous,5,4.136
APP_108-prod,APP_070-nonprod,application,application,synchronous,8,5.036
APP_108-prod,SRV-P052,application,server,fallback,1,3.136
APP_108-nonprod,SRV-N079,application,server,near-real-time,8,5.378
APP_108-nonprod,SRV-N022,application,server,synchronous,4,5.278
APP_108-nonprod,SRV-N064,application,server,asynchronous,3,4.578
APP_108-nonprod,DB-N017,application,database,batch,6,4.578
APP_108-nonprod,DB-N053,application,database,batch,3,4.278
APP_108-nonprod,APP_233-nonprod,application,application,asynchronous,1,4.378
APP_108-nonprod,APP_069-nonprod,application,application,near-real-time,8,5.378
APP_108-nonprod,SRV-N176,application,server,fallback,1,3.778
APP_109-prod,SRV-P084,application,server,batch,3,3.93
APP_109-prod,SRV-P051,application,server,synchronous,4,4.93
APP_109-prod,SRV-P095,application,server,synchronous,5,5.03
APP_109-prod,DB-P074,application,database,near-real-time,4,4.63
APP_109-prod,SRV-P143,application,server,fallback,1,3.43
APP_109-nonprod,SRV-N157,application,server,asynchronous,6,4.986
APP_109-nonprod,SRV-N023,application,server,informational,4,4.186
APP_109-nonprod,SRV-N051,application,server,near-real-time,6,5.286
APP_109-nonprod,SRV-N103,application,server,fallback,1,3.886
APP_110-prod,SRV-P110,application,server,asynchronous,4,4.306
APP_110-prod,SRV-P039,application,server,synchronous,6,5.106
APP_110-prod,SRV-P095,application,server,synchronous,6,5.106
APP_110-prod,DB-P016,application,database,synchronous,2,4.706
APP_110-prod,DB-P068,application,database,asynchronous,6,4.506
APP_110-prod,APP_254-nonprod,application,application,synchronous,4,4.906
APP_110-prod,APP_105-prod,application,application,near-real-time,8,5.006
APP_110-prod,APP_137-nonprod,application,application,near-real-time,7,4.906
APP_110-prod,SRV-P127,application,server,fallback,1,3.406
APP_110-nonprod,SRV-N034,application,server,asynchronous,8,4.832
APP_110-nonprod,SRV-N053,application,server,asynchronous,4,4.432
APP_110-nonprod,DB-N025,application,database,asynchronous,3,4.332
APP_110-nonprod,APP_075-nonprod,application,application,synchronous,5,5.132
APP_110-nonprod,APP_136-nonprod,application,application,near-real-time,5,4.832
APP_110-nonprod,APP_232-nonprod,application,application,informational,8,4.232
APP_110-nonprod,SRV-N095,application,server,fallback,1,3.532
APP_111-prod,SRV-P176,application,server,asynchronous,1,4.882
APP_111-prod,SRV-P022,application,server,synchronous,2,5.582
APP_111-prod,SRV-P035,application,server,batch,2,4.682
APP_111-prod,DB-P051,application,database,asynchronous,5,5.282
APP_111-prod,DB-P050,application,database,batch,7,5.182
APP_111-prod,APP_132-nonprod,application,application,synchronous,5,5.882
APP_111-prod,APP_286-nonprod,application,application,synchronous,5,5.882
APP_111-prod,APP_171-nonprod,application,application,informational,6,4.782
APP_111-prod,APP_242-nonprod,application,application,informational,9,5.082
APP_111-prod,SRV-P156,application,server,fallback,1,4.282
APP_111-nonprod,SRV-N154,application,server,batch,3,3.648
APP_111-nonprod,SRV-N012,application,server,synchronous,5,4.748
APP_111-nonprod,SRV-N130,application,server,asynchronous,6,4.248
APP_111-nonprod,DB-N051,application,database,asynchronous,5,4.148
APP_111-nonprod,APP_288-nonprod,application,application,synchronous,6,4.848
APP_111-nonprod,SRV-N046,application,server,fallback,1,3.148
APP_112-prod,SRV-P044,application,server,asynchronous,7,4.732
APP_112-prod,SRV-P087,application,server,batch,1,3.832
APP_112-prod,SRV-P082,application,server,fallback,1,3.532
APP_112-nonprod,SRV-N136,application,server,asynchronous,6,4.338
APP_112-nonprod,SRV-N067,application,server,synchronous,3,4.638
APP_112-nonprod,SRV-N012,application,server,informational,1,3.238
APP_112-nonprod,DB-N036,application,database,batch,5,3.938
APP_112-nonprod,APP_146-nonprod,application,application,informational,10,4.138
APP_112-nonprod,APP_136-nonprod,application,application,asynchronous,5,4.238
APP_112-nonprod,APP_137-nonprod,application,application,asynchronous,8,4.538
APP_112-nonprod,SRV-N112,application,server,fallback,1,3.238
APP_113-prod,SRV-P081,application,server,batch,8,4.406
APP_113-prod,DB-P020,application,database,asynchronous,6,4.506
APP_113-prod,APP_028-prod,application,application,near-real-time,10,5.206
APP_113-prod,APP_028-nonprod,application,application,near-real-time,8,5.006
APP_113-prod,APP_019-prod,application,application,asynchronous,6,4.506
APP_113-prod,SRV-P042,application,server,fallback,1,3.406
APP_113-nonprod,SRV-N120,application,server,asynchronous,1,4.66
APP_113-nonprod,SRV-N127,application,server,synchronous,4,5.56
APP_113-nonprod,SRV-N092,application,server,informational,3,4.26
APP_113-nonprod,DB-N063,application,database,asynchronous,8,5.36
APP_113-nonprod,DB-N015,application,database,batch,3,4.56
APP_113-nonprod,APP_064-nonprod,application,application,near-real-time,6,5.46
APP_113-nonprod,SRV-N053,application,server,fallback,1,4.06
APP_114-prod,SRV-P047,application,server,batch,6,4.122
APP_114-prod,SRV-P192,application,server,asynchronous,5,4.322
APP_114-prod,DB-P073,application,database,batch,7,4.222
APP_114-prod,APP_109-nonprod,application,application,asynchronous,4,4.222
APP_114-prod,APP_003-prod,application,application,asynchronous,6,4.422
APP_114-prod,APP_293-nonprod,application,application,near-real-time,3,4.422
APP_114-prod,APP_040-prod,application,application,near-real-time,2,4.322
APP_114-prod,SRV-P128,application,server,fallback,1,3.322
APP_114-nonprod,SRV-N025,application,server,batch,3,4.128
APP_114-nonprod,SRV-N007,application,server,near-real-time,4,4.828
APP_114-nonprod,SRV-N175,application,server,synchronous,4,5.128
APP_114-nonprod,DB-N014,application,database,batch,2,4.028
APP_114-nonprod,APP_015-nonprod,application,application,synchronous,1,4.828
APP_114-nonprod,SRV-N182,application,server,fallback,1,3.628
APP_115-prod,SRV-P123,application,server,asynchronous,4,4.21
APP_115-prod,SRV-P069,application,server,asynchronous,1,3.91
APP_115-prod,SRV-P002,application,server,near-real-time,6,4.71
APP_115-prod,APP_233-prod,application,application,near-real-time,6,4.71
APP_115-prod,APP_292-nonprod,application,application,synchronous,1,4.51
APP_115-prod,APP_025-nonprod,application,application,batch,5,4.01
APP_115-prod,APP_146-prod,application,application,near-real-time,3,4.41
APP_115-prod,SRV-P015,application,server,fallback,1,3.31
APP_115-nonprod,SRV-N019,application,server,asynchronous,5,4.328
APP_115-nonprod,SRV-N155,application,server,asynchronous,7,4.528
APP_115-nonprod,SRV-N103,application,server,near-real-time,1,4.228
APP_115-nonprod,APP_046-nonprod,application,application,synchronous,6,5.028
APP_115-nonprod,APP_107-nonprod,application,application,near-real-time,5,4.628
APP_115-nonprod,APP_208-nonprod,application,application,near-real-time,8,4.928
APP_115-nonprod,SRV-N193,application,server,fallback,1,3.328
APP_116-prod,SRV-P040,application,server,synchronous,5,4.67
APP_116-prod,SRV-P126,application,server,batch,3,3.57
APP_116-prod,SRV-P189,application,server,batch,4,3.67
APP_116-prod,DB-P017,application,database,asynchronous,2,3.77
APP_116-prod,SRV-P095,application,server,fallback,1,3.07
APP_116-nonprod,SRV-N052,application,server,asynchronous,7,5.17
APP_116-nonprod,SRV-N100,application,server,asynchronous,5,4.97
APP_116-nonprod,SRV-N145,application,server,asynchronous,8,5.27
APP_116-nonprod,APP_190-nonprod,application,application,asynchronous,5,4.97
APP_116-nonprod,APP_224-nonprod,application,application,asynchronous,3,4.77
APP_116-nonprod,APP_048-nonprod,application,application,synchronous,1,5.17
APP_116-nonprod,SRV-N088,application,server,fallback,1,3.97
APP_117-prod,SRV-P174,application,server,near-real-time,1,4.444
APP_117-prod,SRV-P176,application,server,batch,1,3.844
APP_117-prod,DB-P068,application,database,asynchronous,4,4.444
APP_117-prod,APP_043-nonprod,application,application,near-real-time,7,5.044
APP_117-prod,APP_225-prod,application,application,synchronous,1,4.744
APP_117-prod,APP_246-prod,application,application,near-real-time,8,5.144
APP_117-prod,APP_066-prod,application,application,asynchronous,4,4.444
APP_117-prod,SRV-P077,application,server,fallback,1,3.544
APP_117-nonprod,SRV-N134,application,server,asynchronous,5,4.622
APP_117-nonprod,DB-N007,application,database,asynchronous,7,4.822
APP_117-nonprod,DB-N006,application,database,asynchronous,5,4.622
APP_117-nonprod,APP_219-nonprod,application,application,asynchronous,5,4.622
APP_117-nonprod,APP_239-nonprod,application,application,asynchronous,3,4.422
APP_117-nonprod,APP_293-nonprod,application,application,batch,1,3.922
APP_117-nonprod,APP_183-nonprod,application,application,near-real-time,3,4.722
APP_117-nonprod,SRV-N021,application,server,fallback,1,3.622
APP_118-prod,SRV-P005,application,server,synchronous,4,5.524
APP_118-prod,SRV-P170,application,server,asynchronous,3,4.824
APP_118-prod,SRV-P047,application,server,batch,4,4.624
APP_118-prod,SRV-P107,application,server,fallback,1,4.024
APP_118-nonprod,SRV-N077,application,server,near-real-time,5,5.306
APP_118-nonprod,SRV-N186,application,server,asynchronous,4,4.906
APP_118-nonprod,SRV-N172,application,server,asynchronous,3,4.806
APP_118-nonprod,DB-N044,application,database,informational,4,4.306
APP_118-nonprod,APP_109-nonprod,application,application,near-real-time,7,5.506
APP_118-nonprod,SRV-N192,application,server,fallback,1,4.006
APP_119-prod,SRV-P067,application,server,batch,2,4.076
APP_119-prod,SRV-P028,application,server,asynchronous,7,4.876
APP_119-prod,SRV-P005,application,server,synchronous,4,5.176
APP_119-prod,SRV-P044,application,server,fallback,1,3.676
APP_119-nonprod,SRV-N123,application,server,asynchronous,5,5.18
APP_119-nonprod,SRV-N104,application,server,batch,6,4.98
APP_119-nonprod,SRV-N191,application,server,asynchronous,5,5.18
APP_119-nonprod,DB-N039,application,database,asynchronous,5,5.18
APP_119-nonprod,APP_186-nonprod,application,application,asynchronous,6,5.28
APP_119-nonprod,APP_204-nonprod,application,application,batch,4,4.78
APP_119-nonprod,APP_045-nonprod,application,application,synchronous,7,5.98
APP_119-nonprod,APP_008-nonprod,application,application,near-real-time,2,5.18
APP_119-nonprod,SRV-N005,application,server,fallback,1,4.18
APP_120-prod,SRV-P049,application,server,batch,5,3.902
APP_120-prod,SRV-P054,application,server,asynchronous,4,4.102
APP_120-prod,SRV-P038,application,server,asynchronous,4,4.102
APP_120-prod,DB-P069,application,database,near-real-time,3,4.302
APP_120-prod,APP_238-nonprod,application,application,synchronous,1,4.402
APP_120-prod,APP_217-nonprod,application,application,synchronous,4,4.702
APP_120-prod,SRV-P043,application,server,fallback,1,3.202
APP_120-nonprod,SRV-N190,application,server,batch,5,4.796
APP_120-nonprod,DB-N061,application,database,synchronous,4,5.596
APP_120-nonprod,APP_126-nonprod,application,application,near-real-time,2,5.096
APP_120-nonprod,APP_293-nonprod,application,application,batch,9,5.196
APP_120-nonprod,APP_202-nonprod,application,application,synchronous,3,5.496
APP_120-nonprod,SRV-N003,application,server,fallback,1,4.096
APP_121-prod,SRV-P162,application,server,batch,6,4.242
APP_121-prod,DB-P054,application,database,batch,4,4.042
APP_121-prod,APP_285-prod,application,application,informational,4,3.742
APP_121-prod,APP_019-nonprod,application,application,asynchronous,10,4.942
APP_121-prod,APP_250-prod,application,application,asynchronous,2,4.142
APP_121-prod,APP_251-prod,application,application,near-real-time,8,5.042
APP_121-prod,SRV-P016,application,server,fallback,1,3.442
APP_121-nonprod,SRV-N005,application,server,asynchronous,7,4.462
APP_121-nonprod,SRV-N081,application,server,asynchronous,3,4.062
APP_121-nonprod,SRV-N069,application,server,batch,7,4.162
APP_121-nonprod,DB-N061,application,database,synchronous,3,4.662
APP_121-nonprod,APP_179-nonprod,application,application,asynchronous,6,4.362
APP_121-nonprod,APP_225-nonprod,application,application,synchronous,6,4.962
APP_121-nonprod,APP_149-nonprod,application,application,batch,5,3.962
APP_121-nonprod,APP_242-nonprod,application,application,near-real-time,8,4.862
APP_121-nonprod,SRV-N060,application,server,fallback,1,3.262
APP_122-prod,SRV-P057,application,server,asynchronous,6,4.488
APP_122-prod,SRV-P176,application,server,near-real-time,1,4.288
APP_122-prod,SRV-P155,application,server,batch,7,4.288
APP_122-prod,DB-P060,application,database,synchronous,1,4.588
APP_122-prod,DB-P038,application,database,batch,6,4.188
APP_122-prod,APP_214-nonprod,application,application,batch,9,4.488
